player_id,full_name,email,date_of_birth,age,nationality,position,secondary_position,club,league,market_value_eur,salary_expectation,contract_status,fitness_level,medical_history,last_5_match_performance,skills_rating,weaknesses,goals,assists,preferred_foot,verified_status,likes_from_pros,scouting_score,tactic_fit_score,career_path_suggestions,training_recommendations,profile_rating,created_at,yellow_cards,red_cards,matches_suspended,last_incident_date
166,Samuel Eze,samuel.eze@football.com,2004-04-25,20,nigeria,midfielder,forward,Pro Success Football Academy,Nigeria National League,3000000.0,300000.0,Under Contract,93.24,No recent injuries,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 0}}","{'passing': 70, 'dribbling': 97, 'vision': 92}",,17.0,3.0,left,True,455,54.95,85.22,Move to a top European league,Enhance passing and stamina,74.22,2025-03-09 18:00:00,8.0,1.0,2.0,2025-02-01
167,Mustapha Aliyu,mustapha.aliyu@football.com,2004-12-19,20,nigeria,goalkeeper,,TMT FA,Nigeria National League,3000000.0,300000.0,Under Contract,76.27,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'handling': 75, 'reflexes': 74, 'positioning': 76}",,0.0,0.0,right,True,449,54.32,66.89,Move to a top European league,Focus on reflexes and distribution,73.32,2025-03-09 18:00:00,8.0,2.0,4.0,2025-02-01
168,Robert Bolton,robert.bolton@football.com,2006-06-01,18,ghana,midfielder,forward,Future Stars Academy,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,83.59,No recent injuries,"{'match_1': {'goals': 0, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 2}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 1, 'assists': 2}}","{'passing': 71, 'dribbling': 66, 'vision': 61}",Weak passing,27.0,1.0,left,False,551,66.49,66.49,Move to a top European league,Enhance passing and stamina,89.85,2025-03-09 18:00:00,3.0,1.0,2.0,2025-02-01
169,Abderrahmane Bourdim,abderrahmane.bourdim@football.com,2006-08-13,18,algeria,defender,midfielder,Académie SBA FAF,Nigeria Professional Football League,1500000.0,150000.0,Under Contract,74.69,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 60, 'marking': 82, 'heading': 84}",,15.0,4.0,right,True,468,57.05,81.89,Move to a top European league,Improve tackling and positioning,76.36,2025-03-09 18:00:00,7.0,2.0,4.0,2025-02-01
170,Moussa Diarra,moussa.diarra@football.com,2006-09-01,18,mali,midfielder,forward,JMG Bamako,Mali Premier League,2000000.0,200000.0,Under Contract,98.73,No recent injuries,"{'match_1': {'goals': 1, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 2}, 'match_4': {'goals': 1, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 2}}","{'passing': 77, 'dribbling': 66, 'vision': 62}",,9.0,12.0,left,False,384,47.46,86.38,Move to a top European league,Enhance passing and stamina,62.65,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
171,Adrian Diop,adrian.diop@football.com,2007-03-06,18,senegal,forward,midfielder,Espoirs de Guédiawaye,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,93.36,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 1}}","{'finishing': 88, 'dribbling': 69, 'speed': 64}",,27.0,20.0,right,False,479,58.35,98.48,Move to a top European league,Work on finishing and speed,78.21,2025-03-09 18:00:00,3.0,3.0,6.0,2025-02-01
172,Kimberlya Smitho,kimberlya.smitho@football.com,2007-06-20,17,nigeria,forward,midfielder,Jossy United,Nigeria National League,3000000.0,300000.0,Under Contract,92.1,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 1, 'assists': 2}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 1, 'assists': 2}}","{'finishing': 93, 'dribbling': 67, 'speed': 73}",,11.0,9.0,right,True,396,49.08,76.88,Move to a top European league,Work on finishing and speed,64.55,2025-03-09 18:00:00,1.0,3.0,6.0,2025-02-01
173,Kellya Lestero,kellya.lestero@football.com,2008-10-02,16,nigeria,forward,midfielder,Pataaki,Nigeria National League,500000.0,50000.0,Under Contract,90.71,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 2}, 'match_4': {'goals': 2, 'assists': 2}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 99, 'dribbling': 65, 'speed': 60}",,27.0,8.0,right,True,373,46.85,90.6,Move to a top European league,Work on finishing and speed,60.93,2025-03-09 18:00:00,1.0,1.0,2.0,2025-02-01
174,Tina Stevenson,tina.stevenson@football.com,,0,benin,forward,midfielder,Loto-Popo,Benin Premier League,2000000.0,200000.0,Under Contract,82.7,No recent injuries,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 1}}","{'finishing': 92, 'dribbling': 99, 'speed': 70}",,11.0,8.0,right,True,546,71.38,64.66,Move to a top European league,Work on finishing and speed,89.12,2025-03-09 18:00:00,10.0,3.0,6.0,2025-02-01
175,Kenneth Mcconnell,kenneth.mcconnell@football.com,2003-02-12,22,zambia,defender,midfielder,Atletico Lusaka,Nigeria Professional Football League,5000000.0,500000.0,Free Agent,97.7,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 83, 'marking': 69, 'heading': 82}",Slow speed,17.0,20.0,left,True,510,60.65,95.58,Move to a top European league,Improve tackling and positioning,83.21,2025-03-09 18:00:00,2.0,3.0,6.0,2025-02-01
176,Kara Wolf,kara.wolf@football.com,2003-02-26,22,egypt,midfielder,forward,ENPPI,Egyptian Premier League,500000.0,50000.0,Under Contract,72.19,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 2}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 2}}","{'passing': 75, 'dribbling': 96, 'vision': 75}",Weak passing,25.0,1.0,right,False,548,64.98,85.32,Move to a top European league,Enhance passing and stamina,89.4,2025-03-09 18:00:00,7.0,1.0,2.0,2025-02-01
177,Lisa Rush,lisa.rush@football.com,2003-03-19,21,togo,forward,midfielder,USS Kraké,Togolese Championnat National,5000000.0,500000.0,Under Contract,94.1,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 2}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 2, 'assists': 1}}","{'finishing': 90, 'dribbling': 65, 'speed': 89}",,11.0,17.0,right,False,456,54.74,85.16,Move to a top European league,Work on finishing and speed,74.34,2025-03-09 18:00:00,6.0,3.0,6.0,2025-02-01
178,Madeline Reynolds,madeline.reynolds@football.com,2003-11-24,21,uganda,goalkeeper,,SC Villa,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,76.46,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'handling': 74, 'reflexes': 70, 'positioning': 88}",,0.0,0.0,right,False,466,55.88,65.7,Move to a top European league,Focus on reflexes and distribution,75.97,2025-03-09 18:00:00,2.0,2.0,4.0,2025-02-01
179,Michael Harper,michael.harper@football.com,2003-12-20,21,tunisia,defender,midfielder,Stade Tunisien,Nigeria Professional Football League,500000.0,50000.0,Under Contract,79.72,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 84, 'marking': 80, 'heading': 94}",,3.0,16.0,left,False,399,48.24,61.58,Move to a top European league,Improve tackling and positioning,65.05,2025-03-09 18:00:00,9.0,2.0,4.0,2025-02-01
180,Sean Becko,sean.becko@football.com,2004-07-03,20,nigeria,midfielder,forward,Mission FC,Nigeria National League,1500000.0,150000.0,Free Agent,85.58,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 1, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 2, 'assists': 0}}","{'passing': 97, 'dribbling': 64, 'vision': 71}",,2.0,10.0,right,True,413,50.19,88.06,Move to a top European league,Enhance passing and stamina,67.41,2025-03-09 18:00:00,1.0,1.0,2.0,2025-02-01
181,Nicholasa Salazaro,nicholasa.salazaro@football.com,2004-10-11,20,nigeria,forward,midfielder,Remo Stars,Nigeria Professional Football League,2000000.0,200000.0,Free Agent,93.48,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 0, 'assists': 2}}","{'finishing': 64, 'dribbling': 68, 'speed': 68}",,2.0,10.0,right,True,522,62.61,64.68,Move to a top European league,Work on finishing and speed,85.16,2025-03-09 18:00:00,5.0,2.0,4.0,2025-02-01
182,Timothy Freeman,timothy.freeman@football.com,2006-01-07,19,burkina faso,forward,midfielder,Salitas,Burkina Faso Premier League,5000000.0,500000.0,Under Contract,95.16,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 1}}","{'finishing': 94, 'dribbling': 60, 'speed': 69}",,27.0,14.0,left,False,433,52.78,65.08,Move to a top European league,Work on finishing and speed,70.69,2025-03-09 18:00:00,1.0,0.0,0.0,
183,Kellya Wagnero,kellya.wagnero@football.com,2006-04-14,18,nigeria,forward,midfielder,C & C FA,Nigeria National League,1500000.0,150000.0,Under Contract,87.51,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 2}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 2}, 'match_5': {'goals': 2, 'assists': 1}}","{'finishing': 98, 'dribbling': 95, 'speed': 96}",,25.0,10.0,left,False,520,62.96,67.5,Move to a top European league,Work on finishing and speed,84.8,2025-03-09 18:00:00,10.0,2.0,4.0,2025-02-01
184,Joe Murray,joe.murray@football.com,2006-04-25,18,togo,defender,midfielder,Fondation Tafi,Togolese Championnat National,500000.0,50000.0,Under Contract,82.09,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 94, 'marking': 76, 'heading': 72}",,1.0,18.0,left,True,498,60.49,63.91,Move to a top European league,Improve tackling and positioning,81.27,2025-03-09 18:00:00,7.0,2.0,4.0,2025-02-01
185,Leslie Smith,leslie.smith@football.com,2006-05-26,18,algeria,midfielder,forward,Académie SBA FAF,Nigeria Professional Football League,3000000.0,300000.0,Under Contract,98.4,Major injury: Out for season,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 1, 'assists': 0}, 'match_3': {'goals': 2, 'assists': 1}, 'match_4': {'goals': 0, 'assists': 2}, 'match_5': {'goals': 2, 'assists': 0}}","{'passing': 65, 'dribbling': 96, 'vision': 91}",Weak passing,7.0,1.0,right,True,400,49.32,85.02,Move to a top European league,Enhance passing and stamina,65.32,2025-03-09 18:00:00,9.0,3.0,6.0,2025-02-01
186,Stephanie Arnoldo,stephanie.arnoldo@football.com,2006-06-11,18,nigeria,midfielder,forward,Etoiles-du-Mandé,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,77.4,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 2, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 2}}","{'passing': 70, 'dribbling': 76, 'vision': 64}",,16.0,17.0,right,False,461,56.25,76.88,Move to a top European league,Enhance passing and stamina,75.22,2025-03-09 18:00:00,3.0,3.0,6.0,2025-02-01
187,Thapelo Morena,thapelo.morena@football.com,2006-06-23,18,south africa,defender,midfielder,Mamelodi Sundowns,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,94.09,Major injury: Out for season,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 65, 'marking': 69, 'heading': 92}",,4.0,10.0,right,True,492,59.82,70.64,Move to a top European league,Improve tackling and positioning,80.32,2025-03-09 18:00:00,5.0,2.0,4.0,2025-02-01
188,William Sanchez,william.sanchez@football.com,2006-11-29,18,morocco,defender,midfielder,AS FAR,Botola (Morocco),500000.0,50000.0,Under Contract,88.36,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 89, 'marking': 80, 'heading': 76}",,29.0,5.0,both,True,411,50.54,77.63,Move to a top European league,Improve tackling and positioning,67.05,2025-03-09 18:00:00,4.0,2.0,4.0,2025-02-01
189,Lisa Hardyo,lisa.hardyo@football.com,2007-01-19,18,nigeria,defender,midfielder,Citizen Academy,Nigeria Professional Football League,1500000.0,150000.0,Under Contract,81.31,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 86, 'marking': 62, 'heading': 88}",Slow speed,19.0,16.0,right,True,521,63.04,93.77,Move to a top European league,Improve tackling and positioning,84.92,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
190,James Clarko,james.clarko@football.com,2007-05-11,17,nigeria,midfielder,forward,Diambars FC,Nigeria Professional Football League,500000.0,50000.0,Free Agent,70.04,No recent injuries,"{'match_1': {'goals': 1, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 1, 'assists': 1}, 'match_4': {'goals': 2, 'assists': 1}, 'match_5': {'goals': 0, 'assists': 1}}","{'passing': 61, 'dribbling': 88, 'vision': 95}",,7.0,13.0,right,False,468,57.34,97.08,Move to a top European league,Enhance passing and stamina,76.34,2025-03-09 18:00:00,5.0,2.0,4.0,2025-02-01
191,Todd Hood,todd.hood@football.com,2007-12-27,17,congo,midfielder,forward,CARA Brazzaville,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,83.4,No recent injuries,"{'match_1': {'goals': 0, 'assists': 1}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 1}, 'match_5': {'goals': 2, 'assists': 2}}","{'passing': 93, 'dribbling': 96, 'vision': 60}",,20.0,19.0,right,False,398,49.37,79.5,Move to a top European league,Enhance passing and stamina,64.96,2025-03-09 18:00:00,7.0,1.0,2.0,2025-02-01
192,Ryan Greeno,ryan.greeno@football.com,2003-05-15,21,nigeria,defender,midfielder,Ghazl El Mahalla,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,78.3,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 85, 'marking': 60, 'heading': 63}",,8.0,13.0,left,False,475,56.94,82.67,Move to a top European league,Improve tackling and positioning,77.49,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
193,William Evanso,william.evanso@football.com,2003-07-05,21,nigeria,defender,midfielder,Santanyí,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,73.13,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 98, 'marking': 73, 'heading': 77}",,30.0,10.0,left,True,552,65.69,70.29,Move to a top European league,Improve tackling and positioning,89.99,2025-03-09 18:00:00,8.0,3.0,6.0,2025-02-01
194,Coltona Wongo,coltona.wongo@football.com,2003-09-21,21,nigeria,forward,midfielder,AC Léopards,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,72.25,No recent injuries,"{'match_1': {'goals': 2, 'assists': 2}, 'match_2': {'goals': 2, 'assists': 0}, 'match_3': {'goals': 1, 'assists': 0}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 93, 'dribbling': 60, 'speed': 81}",,26.0,16.0,right,True,395,47.86,80.54,Move to a top European league,Work on finishing and speed,64.52,2025-03-09 18:00:00,4.0,3.0,6.0,2025-02-01
195,Carlos Diop,carlos.diop@football.com,2003-11-16,21,senegal,midfielder,forward,US Gorée,Senegal Premier League,1500000.0,150000.0,Under Contract,80.43,No recent injuries,"{'match_1': {'goals': 2, 'assists': 1}, 'match_2': {'goals': 1, 'assists': 2}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 1, 'assists': 2}}","{'passing': 75, 'dribbling': 81, 'vision': 75}",,24.0,17.0,right,True,518,61.85,89.92,Move to a top European league,Enhance passing and stamina,84.5,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
196,Steven Orro,steven.orro@football.com,2003-12-01,21,nigeria,defender,midfielder,Tenerife,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,88.44,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 87, 'marking': 87, 'heading': 81}",,13.0,2.0,right,False,406,49.05,79.69,Move to a top European league,Improve tackling and positioning,66.22,2025-03-09 18:00:00,8.0,1.0,2.0,2025-02-01
197,Lynn Klineo,lynn.klineo@football.com,2003-12-28,21,nigeria,defender,midfielder,URA SC,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,95.13,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 65, 'marking': 84, 'heading': 61}",Slow speed,26.0,1.0,right,True,512,61.13,72.08,Move to a top European league,Improve tackling and positioning,83.47,2025-03-09 18:00:00,3.0,3.0,6.0,2025-02-01
198,Kathryn Monroe,kathryn.monroe@football.com,2003-12-31,21,tunisia,defender,midfielder,Club Sfaxien,Tunisian Ligue Professionnelle 1,5000000.0,500000.0,Under Contract,75.51,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 66, 'marking': 76, 'heading': 94}",,5.0,8.0,right,True,503,60.13,83.28,Move to a top European league,Improve tackling and positioning,82.04,2025-03-09 18:00:00,1.0,2.0,4.0,2025-02-01
199,Crystal Jones,crystal.jones@football.com,2004-01-05,21,benin,defender,midfielder,Dynamo Abomey,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,82.74,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 79, 'marking': 61, 'heading': 66}",Slow speed,23.0,9.0,left,False,423,51.01,97.87,Move to a top European league,Improve tackling and positioning,69.01,2025-03-09 18:00:00,5.0,3.0,6.0,2025-02-01
200,Lori Bridgeso,lori.bridgeso@football.com,2004-03-28,20,nigeria,defender,midfielder,Power Dynamos,Nigeria Professional Football League,2000000.0,200000.0,Under Contract,81.76,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 91, 'marking': 78, 'heading': 71}",,15.0,13.0,right,True,428,51.84,95.52,Move to a top European league,Improve tackling and positioning,69.77,2025-03-09 18:00:00,7.0,2.0,4.0,2025-02-01
201,Mark Millero,mark.millero@football.com,2004-08-02,20,nigeria,defender,midfielder,Abia Warriors,Nigeria Professional Football League,1500000.0,150000.0,Under Contract,85.4,Minor injury: Expected recovery in 1-2 weeks,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 68, 'marking': 86, 'heading': 73}",,24.0,14.0,left,False,514,61.65,90.77,Move to a top European league,Improve tackling and positioning,83.78,2025-03-09 18:00:00,10.0,3.0,6.0,2025-02-01
202,Douglas Alvaradoo,douglas.alvaradoo@football.com,2004-12-22,20,nigeria,defender,midfielder,Simba FC,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,94.29,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 61, 'marking': 80, 'heading': 63}",Slow speed,27.0,6.0,right,True,453,54.69,71.05,Move to a top European league,Improve tackling and positioning,73.84,2025-03-09 18:00:00,10.0,2.0,4.0,2025-02-01
203,Matthew Williamson,matthew.williamson@football.com,2006-01-09,19,south africa,defender,midfielder,Cape Town City,Nigeria Professional Football League,500000.0,50000.0,Under Contract,86.61,Major injury: Out for season,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 80, 'marking': 81, 'heading': 61}",,11.0,4.0,left,True,502,60.64,69.66,Move to a top European league,Improve tackling and positioning,81.92,2025-03-09 18:00:00,7.0,1.0,2.0,2025-02-01
204,Abderrahmane Bourdim,abderrahmane.bourdim@football.com,2006-03-06,19,algeria,defender,midfielder,Académie SBA FAF,Nigeria Professional Football League,3000000.0,300000.0,Under Contract,95.4,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 76, 'marking': 78, 'heading': 99}",,24.0,18.0,right,True,395,48.41,93.54,Move to a top European league,Improve tackling and positioning,64.44,2025-03-09 18:00:00,1.0,3.0,6.0,2025-02-01
205,Cindy Campbell,cindy.campbell@football.com,2006-06-02,18,burkina faso,defender,midfielder,Tenakourou,Burkina Faso Premier League,5000000.0,500000.0,Under Contract,85.56,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 83, 'marking': 79, 'heading': 97}",,24.0,10.0,right,False,525,63.51,67.25,Move to a top European league,Improve tackling and positioning,85.58,2025-03-09 18:00:00,5.0,1.0,2.0,2025-02-01
206,Caleb Castilloo,caleb.castilloo@football.com,2006-06-05,18,nigeria,defender,midfielder,Mahanaim FC,Nigeria Professional Football League,1500000.0,150000.0,Under Contract,88.12,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 71, 'marking': 84, 'heading': 82}",,22.0,1.0,left,False,499,60.53,84.22,Move to a top European league,Improve tackling and positioning,81.33,2025-03-09 18:00:00,8.0,1.0,2.0,2025-02-01
207,Laura Lewis,laura.lewis@football.com,2006-09-17,18,morocco,defender,midfielder,Mohammed VI Football Academy,Nigeria Professional Football League,3000000.0,300000.0,Under Contract,83.12,No recent injuries,"{'match_1': {'goals': 0, 'assists': 0}, 'match_2': {'goals': 0, 'assists': 0}, 'match_3': {'goals': 0, 'assists': 0}, 'match_4': {'goals': 0, 'assists': 0}, 'match_5': {'goals': 0, 'assists': 0}}","{'tackling': 93, 'marking': 91, 'heading': 83}",,10.0,6.0,right,True,535,64.65,77.56,Move to a top European league,Improve tackling and positioning,87.21,2025-03-09 18:00:00,9.0,2.0,4.0,2025-02-01
208,Mame Thiam,mame.thiam@football.com,2006-10-19,18,senegal,forward,midfielder,Génération Foot,Nigeria Professional Football League,5000000.0,500000.0,Under Contract,94.69,No recent injuries,"{'match_1': {'goals': 2, 'assists': 0}, 'match_2': {'goals': 2, 'assists': 1}, 'match_3': {'goals': 0, 'assists': 1}, 'match_4': {'goals': 1, 'assists': 1}, 'match_5': {'goals': 1, 'assists': 1}}","{'finishing': 84, 'dribbling': 62, 'speed': 84}",,22.0,12.0,right,True,392,48.38,78.72,Move to a top European league,Work on finishing and speed,63.97,2025-03-09 18:00:00,9.0,3.0,6.0,2025-02-01
