full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Derrick Cobb,FA59B23CFA,Central Africa,Central African Republic,"Samuel Chukwueze, Kalidou Koulibaly, Achraf Hakimi, Aymen Balbouli",False,31,67.66,7116713.36,"€14,638,738.13 - Wahbi Khazri",Long-term Development Focus,derrick.cobb@haynes.com,+236029694927,4.59,12,"English, Swahili, Portuguese, French","Youth Development, Talent Scouting",2024-10-11,Finley PLC
Patrick Pope,FAE4C97D5B,North Africa,Sudan,"Aymen Dahmen, Vincent Aboubakar",False,23,66.45,616280.06,"€3,629,536.12 - Michael Olunga",Sponsorship-linked Earnings,patrick.pope@carpenter.com,+249622024296,4.1,7,"English, Spanish, Swahili, Portuguese","Career Development, Player Marketing",2025-01-15,Dalton Ltd
William Brennan,FAADF3E25D,Southern Africa,South Africa,"Thomas Partey, Wahbi Khazri",True,99,70.79,2152648.61,"€12,252,795.45 - Achraf Hakimi",Signing-on Fee Included,william.brennan@oconnor.com,+27237989098,4.4,30,"Arabic, English, French, Portuguese","Youth Development, International Transfers",2024-09-08,"Simon, Peters and Moon"
James Petty,FA2A9FFD71,West Africa,Guinea,"Patson Daka, Wilfried Zaha, Mohamed Salah, Wahbi Khazri",False,47,95.89,6003950.7,"€17,091,038.40 - Samuel Chukwueze",Sponsorship-linked Earnings,james.petty@patel.com,+224606716035,4.06,13,"Spanish, French","Player Marketing, Career Development, Contract Negotiation",2024-07-05,White-Ortiz
Jennifer Sanchez,FA2C5EC87A,Southern Africa,Eswatini (Swaziland),"Kalidou Koulibaly, Youssef Msakni",False,90,75.73,7621439.68,"€9,496,945.93 - Edmond Tapsoba",Performance-based + Image Rights,jennifer.sanchez@barrett-rivera.biz,+268142833989,4.73,17,"Arabic, Swahili, French, Portuguese","Talent Scouting, International Transfers, Career Development",2024-07-21,"Castro, Wood and Hunt"
Gail Hernandez,FAD7582A2B,Southern Africa,Lesotho,"Victor Osimhen, Ali Maâloul",True,17,91.4,1115626.86,"€9,567,298.15 - Riyad Mahrez",Signing-on Fee Included,gail.hernandez@decker.com,+266026096476,4.27,14,"Arabic, English","Contract Negotiation, Youth Development",2025-01-11,Walker-Smith
Michele Goodman,FA8BDA1DF5,East Africa,Comoros,"Karl Toko Ekambi, Anis Ben Slimane",True,74,64.23,12879570.96,"€13,638,060.59 - Karl Toko Ekambi",Long-term Development Focus,michele.goodman@johnson.com,+269763820296,3.59,25,"French, Swahili","International Transfers, Youth Development, Contract Negotiation",2024-03-30,Hurley-Gill
Jose Wolfe,FAB673BA97,Central Africa,Central African Republic,"Inaki Williams, Vincent Aboubakar",False,82,75.66,13217143.33,"€13,746,361.75 - Achraf Hakimi",Signing-on Fee Included,jose.wolfe@brown.org,+236538578329,4.14,15,"Spanish, Arabic","Youth Development, Career Development, Player Marketing",2025-02-04,King PLC
Abigail Baker,FA0F52583A,East Africa,South Sudan,"Chancel Mbemba, Seifeddine Jaziri, Ali Maâloul, Victor Osimhen",True,65,76.25,4823991.6,"€18,709,000.16 - Mbwana Samatta",Sponsorship-linked Earnings,abigail.baker@franco-calhoun.com,+211245183987,4.46,17,"English, Portuguese, French","Talent Scouting, Contract Negotiation",2024-08-12,Thomas-Moore
David Garcia,FA19DCBF95,Southern Africa,South Africa,"Anis Ben Slimane, Chancel Mbemba, Frank Kessié",False,32,74.99,5203926.49,"€9,796,250.19 - Samuel Chukwueze",Youth Development Oriented,david.garcia@lane.com,+27590809344,4.81,17,"Swahili, Spanish","Youth Development, Contract Negotiation",2024-06-25,Martin Ltd
Derek Anderson,FAFDB16AE2,Southern Africa,Botswana,"Inaki Williams, Chancel Mbemba",True,5,75.27,5700466.64,"€11,501,420.49 - Ali Maâloul",Relegation Release Clause,derek.anderson@herrera-bridges.info,+267940301486,4.4,19,"English, French, Arabic, Spanish","International Transfers, Contract Negotiation, Talent Scouting",2024-06-05,Alvarado-Meza
Erin Higgins,FA5D7836A3,Southern Africa,South Africa,"Mohamed Salah, Chancel Mbemba, Samuel Chukwueze, Sadio Mané",False,17,63.7,8206672.99,"€9,928,513.62 - Frank Kessié",Long-term Development Focus,erin.higgins@espinoza.net,+27007688224,4.85,2,"Spanish, French, Swahili","International Transfers, Contract Negotiation",2024-03-15,"Francis, Fisher and Perez"
Nicole Young,FAA99F54B2,Central Africa,Gabon,"Michael Olunga, Riyad Mahrez, Youssef Msakni, Thomas Partey",False,89,93.0,11183440.23,"€15,865,492.04 - Chancel Mbemba",Sponsorship-linked Earnings,nicole.young@johnson-woods.com,+241850494073,4.29,29,"Portuguese, Swahili, French","Talent Scouting, International Transfers",2024-03-11,Collins PLC
Jessica Nelson,FA01D23AE7,East Africa,Madagascar,"Youssef Msakni, Édouard Mendy, Aymen Balbouli, Vincent Aboubakar",True,22,68.63,3647738.53,"€5,920,619.18 - Kalidou Koulibaly",Loyalty Bonus Included,jessica.nelson@wells-hernandez.com,+261970123381,4.7,14,"Arabic, Swahili, French, Spanish","International Transfers, Contract Negotiation",2025-01-23,Clark-Russell
Tara Snyder,FA3492A09A,Southern Africa,Eswatini (Swaziland),"Riyad Mahrez, Ali Maâloul, Anis Ben Slimane",True,46,81.48,12169311.17,"€21,061,830.50 - Seifeddine Jaziri",No-trade Clause,tara.snyder@ray.info,+268546196678,4.39,22,"Arabic, English, French","International Transfers, Youth Development, Talent Scouting",2024-10-26,Lowe-Johnson
Joseph Tanner,FA14DC5772,Southern Africa,Botswana,"Kalidou Koulibaly, Youssef Msakni",True,29,97.71,9863383.55,"€20,178,274.82 - Mbwana Samatta",Buyout Clause Protection,joseph.tanner@henson.info,+267952151740,4.69,11,"Swahili, French","Player Marketing, Career Development",2024-10-02,Kennedy-Flynn
Christopher Salinas,FA0EE9CA3E,West Africa,Mauritania,"Mbwana Samatta, Michael Olunga",True,34,96.39,806538.79,"€9,292,034.80 - Kalidou Koulibaly",Balanced Terms with Bonuses,christopher.salinas@gomez.com,+222953879268,3.83,21,"French, Arabic, English","Talent Scouting, International Transfers, Contract Negotiation",2024-10-16,Hicks LLC
Lawrence Davis,FA162B55CF,West Africa,Sierra Leone,"Victor Osimhen, Samuel Chukwueze, Inaki Williams",True,54,74.35,13632263.01,"€14,946,755.71 - Sadio Mané",Relegation Release Clause,lawrence.davis@williams-walsh.com,+232480668963,3.94,7,"Spanish, Portuguese","Talent Scouting, Youth Development, Contract Negotiation",2024-07-14,"Green, Thompson and Davis"
Stephanie Perez,FA5BAB9BBC,East Africa,Djibouti,"Riyad Mahrez, Patson Daka",True,34,87.07,4158765.88,"€14,610,581.97 - Anis Ben Slimane",Performance-based + Image Rights,stephanie.perez@garner.com,+253107594727,4.08,29,"Arabic, Swahili, English","Player Marketing, International Transfers",2024-06-20,"Pittman, Dickson and Ramsey"
Hannah Hughes,FABFAF6A74,Central Africa,Equatorial Guinea,"Achraf Hakimi, Samuel Chukwueze, Vincent Aboubakar",True,10,74.91,6101592.1,"€17,306,219.37 - Karl Toko Ekambi",Medical & Injury Coverage,hannah.hughes@steele.biz,+240507499041,3.54,22,"Spanish, Arabic, English","Youth Development, Contract Negotiation, Career Development",2024-11-21,Wong-Smith
Mark James,FA601949E4,East Africa,Burundi,"Édouard Mendy, Kalidou Koulibaly",False,33,77.35,4762777.48,"€22,320,067.52 - Seifeddine Jaziri",Sponsorship-linked Earnings,mark.james@alexander.net,+257369474673,4.93,9,"Swahili, Portuguese, Spanish","Player Marketing, Contract Negotiation, Career Development",2024-11-05,Evans Inc
Allison Thomas,FA61D1E243,Southern Africa,Eswatini (Swaziland),"Aymen Dahmen, Mbwana Samatta",True,74,85.87,10682784.97,"€13,811,156.84 - Aymen Dahmen",Experience-based Scaling,allison.thomas@valencia-hudson.com,+268304406106,4.17,23,"French, Arabic","International Transfers, Talent Scouting, Youth Development",2024-11-21,Smith-Price
Jose Morales,FACDBD50D2,West Africa,Guinea-Bissau,"Vincent Aboubakar, Patson Daka",True,94,60.23,2289756.52,"€11,369,959.02 - Vincent Aboubakar",Relegation Release Clause,jose.morales@cortez-kelley.com,+245450878250,3.93,17,"Arabic, French","Youth Development, Player Marketing",2024-06-10,Glover Group
Steven Williams,FAAD4C9624,East Africa,Kenya,"Karl Toko Ekambi, Kalidou Koulibaly, Mohamed Salah",False,38,61.84,5556467.55,"€21,229,068.43 - Sadio Mané",High Base + Short Duration,steven.williams@jennings.com,+254586222656,3.87,8,"Arabic, French, Portuguese","Career Development, Talent Scouting, International Transfers",2024-05-22,Owens Ltd
Bradley Jones,FA8DB72E2C,East Africa,Somalia,"Inaki Williams, Youssef Msakni, Aymen Balbouli",True,89,75.02,12530166.53,"€20,690,678.58 - Kalidou Koulibaly",Signing-on Fee Included,bradley.jones@rhodes.com,+252397177515,3.52,4,"Swahili, English","Youth Development, Player Marketing",2024-09-20,"Barton, Gilbert and Baldwin"
Keith Cain,FA467144F1,North Africa,Libya,"Aymen Dahmen, Sadio Mané",False,98,83.0,13008959.18,"€18,631,738.04 - Patson Daka",Signing-on Fee Included,keith.cain@ford-jordan.biz,+218971380661,3.66,4,"English, Arabic","Talent Scouting, Career Development",2024-07-10,Barnes Ltd
Andrea Navarro,FA43D740FA,Central Africa,Cameroon,"Patson Daka, Samuel Chukwueze, Wahbi Khazri",True,47,83.82,7000443.49,"€22,337,145.69 - Aymen Balbouli",Long-term Development Focus,andrea.navarro@wells-chavez.com,+237091882376,3.6,18,"French, English","Youth Development, Contract Negotiation",2024-07-06,"Torres, Crawford and Ross"
Sylvia Hartman,FA08EE6413,Southern Africa,South Africa,"Ali Maâloul, Patson Daka",False,55,67.28,14710114.38,"€17,408,308.61 - Youssef Msakni",Balanced Terms with Bonuses,sylvia.hartman@palmer.com,+27011834672,4.1,2,"English, Spanish","International Transfers, Career Development, Contract Negotiation",2024-04-20,Smith-Walker
Jay Kirk,FAB8136957,West Africa,Burkina Faso,"Percy Tau, Mbwana Samatta, Chancel Mbemba",True,49,70.41,243193.03,"€18,781,805.97 - Seifeddine Jaziri",Signing-on Fee Included,jay.kirk@smith.com,+226783207480,4.36,19,"French, Portuguese, Arabic","International Transfers, Career Development, Contract Negotiation",2024-12-19,"Hampton, Nelson and Chan"
Devon Petersen,FA36B634E9,West Africa,Ivory Coast,"Frank Kessié, Patson Daka",False,36,79.93,11119761.85,"€18,745,612.58 - Michael Olunga",Market Value Dependent,devon.petersen@davis.info,+225303569713,3.61,16,"English, Portuguese, Spanish, Swahili","Youth Development, Talent Scouting, Contract Negotiation",2024-05-23,Kelley-Caldwell
Paul Alvarez,FA1927AF6D,Central Africa,Democratic Republic of the Congo,"Yassine Bounou, Samuel Chukwueze, Aymen Dahmen, Chancel Mbemba",False,85,61.73,1611006.43,"€2,546,712.78 - Patson Daka",Revenue-sharing from Transfers,paul.alvarez@white.com,+243312422387,4.28,25,"French, English","Talent Scouting, Player Marketing, Youth Development",2024-10-16,"Johnson, Larson and Huffman"
Victoria Cook,FA7DD90EA7,North Africa,Libya,"Vincent Aboubakar, Édouard Mendy",False,81,72.45,7665119.23,"€11,869,132.44 - Kalidou Koulibaly",Incentive-driven Performance,victoria.cook@roach.biz,+218692383496,3.66,13,"Spanish, Portuguese","Contract Negotiation, Youth Development, Player Marketing",2024-11-13,"Webster, Mills and Williams"
Walter Roman,FAE5650565,Southern Africa,Namibia,"Mbwana Samatta, Samuel Chukwueze",True,49,75.98,11584740.34,"€20,409,715.70 - Frank Kessié",High Base + Short Duration,walter.roman@watts.org,+264180359218,4.65,21,"Arabic, English, Swahili","Youth Development, Player Marketing, Career Development",2025-01-13,"Taylor, Jones and Lopez"
Brent Ryan,FA5CAA24CB,East Africa,Eritrea,"Patson Daka, Sadio Mané, Frank Kessié",True,68,79.64,13692286.81,"€14,185,617.35 - Samuel Chukwueze",Championship Clause Activation,brent.ryan@sullivan.org,+291506746553,4.83,1,"English, Portuguese, Arabic","International Transfers, Career Development",2024-05-30,Perry-Shaw
Rachel Wells,FACF24281D,Southern Africa,Lesotho,"Frank Kessié, Aymen Dahmen, Thomas Partey, Edmond Tapsoba",False,21,86.15,5378580.32,"€21,983,478.58 - Sadio Mané",Incentive-driven Performance,rachel.wells@allen.biz,+266389409676,4.92,4,"Spanish, Arabic, French","Youth Development, Career Development, Player Marketing",2024-12-05,Chan Group
Christy Savage,FACB85B779,North Africa,Algeria,"Wahbi Khazri, André Onana, Aymen Balbouli, Mohamed Salah",False,63,62.62,10544972.13,"€20,573,005.13 - Sadio Mané",Buyout Clause Protection,christy.savage@english.biz,+213340288129,4.75,6,"Portuguese, French","Talent Scouting, Player Marketing, Contract Negotiation",2024-04-12,"Estes, Garcia and Hernandez"
Danielle Silva,FA21081DE7,West Africa,Ivory Coast,"André Onana, Yassine Bounou, Inaki Williams",True,41,77.96,5814602.12,"€15,574,640.66 - Chancel Mbemba",Loyalty Bonus Included,danielle.silva@gonzalez.com,+225133576618,4.91,5,"French, Arabic, Swahili, English","Player Marketing, Youth Development, Career Development",2024-06-15,Wood-Rodriguez
Christopher Coleman,FAC2989F3F,Southern Africa,Eswatini (Swaziland),"Michael Olunga, Patson Daka, Yassine Bounou",False,39,74.75,4875335.52,"€11,757,648.29 - Aymen Dahmen",Championship Clause Activation,christopher.coleman@harmon.com,+268631218535,3.83,18,"Arabic, Spanish, French","Player Marketing, Talent Scouting, Contract Negotiation",2024-04-30,Bradley PLC
Michelle Holmes,FA89757E19,North Africa,Algeria,"Yassine Bounou, Kalidou Koulibaly, Wilfried Zaha",False,58,73.82,13976195.73,"€19,408,224.26 - Sadio Mané",Renewal Option at Club’s Discretion,michelle.holmes@scott.com,+213845603238,3.87,11,"Spanish, Arabic","Talent Scouting, Contract Negotiation",2024-07-19,"Martin, Mueller and Montoya"
Ivan Alvarez,FA34A09141,West Africa,Ivory Coast,"Youssef Msakni, Wahbi Khazri, Seifeddine Jaziri",False,59,79.0,3779430.04,"€15,592,844.16 - Inaki Williams",Sponsorship-linked Earnings,ivan.alvarez@williams-davidson.biz,+225332879827,4.31,14,"Portuguese, English","Youth Development, Career Development, Contract Negotiation",2024-03-02,Howe-Mills
Megan Patel,FA48B592B8,North Africa,Libya,"Samuel Chukwueze, Inaki Williams, Kalidou Koulibaly, Edmond Tapsoba",True,77,63.9,4950208.53,"€13,925,246.33 - Ali Maâloul",Youth Development Oriented,megan.patel@meadows.net,+218631679433,3.55,15,"Spanish, Portuguese","International Transfers, Player Marketing, Youth Development",2024-08-04,Mercado Ltd
Glenn Powell,FA4D59DC78,North Africa,Tunisia,"Ali Maâloul, Karl Toko Ekambi",False,49,60.98,5443485.64,"€19,364,670.00 - Wahbi Khazri",Renewal Option at Club’s Discretion,glenn.powell@lindsey.info,+216289887826,4.99,23,"Arabic, French, Swahili","Talent Scouting, Career Development",2024-05-16,"Brooks, Shelton and Cook"
David Johnson,FA0DE50FBF,North Africa,Morocco,"Aymen Balbouli, Seifeddine Jaziri, Mbwana Samatta",False,44,82.64,9507481.82,"€22,092,824.68 - Frank Kessié",Medical & Injury Coverage,david.johnson@campbell.com,+212320855663,4.78,18,"Spanish, Arabic, Swahili","Career Development, International Transfers",2024-09-19,Carr PLC
Paul Johnson,FA07C87081,Central Africa,Central African Republic,"Riyad Mahrez, Victor Osimhen",False,41,96.73,12444922.8,"€12,640,933.06 - Mohamed Salah",Youth Development Oriented,paul.johnson@waters.biz,+236111037035,3.85,15,"English, Spanish, Portuguese, Arabic","Contract Negotiation, International Transfers, Player Marketing",2024-05-04,"Morrison, Marshall and Coleman"
Jennifer Yu,FAC7D857B6,East Africa,Madagascar,"Frank Kessié, Kalidou Koulibaly, Achraf Hakimi, Wahbi Khazri",True,96,87.42,5275654.94,"€10,421,528.52 - Achraf Hakimi",Medical & Injury Coverage,jennifer.yu@rich.biz,+261397535946,4.37,18,"Portuguese, French","Youth Development, Contract Negotiation, Talent Scouting",2024-07-21,"Smith, Barber and Haynes"
Ashley Bryant,FA83D0389F,East Africa,Mauritius,"Ali Maâloul, Mbwana Samatta, Youssef Msakni",True,58,90.6,1214746.58,"€20,359,878.62 - Chancel Mbemba",Loyalty Bonus Included,ashley.bryant@stuart.com,+230371792890,4.79,13,"Portuguese, Arabic","Career Development, Player Marketing, Contract Negotiation",2024-08-21,Lewis Ltd
Matthew Robles,FA5B4E5982,North Africa,Morocco,"André Onana, Percy Tau",False,16,89.31,11801957.64,"€21,462,249.18 - André Onana",Balanced Terms with Bonuses,matthew.robles@good-burke.com,+212105457226,3.99,28,"French, Spanish, English, Swahili","Talent Scouting, Player Marketing, Contract Negotiation",2024-10-29,Li LLC
Megan Watts,FA10199F67,West Africa,Mauritania,"André Onana, Wahbi Khazri, Michael Olunga, Patson Daka",True,36,63.39,1726472.46,"€15,577,512.37 - Percy Tau",Medical & Injury Coverage,megan.watts@hill.org,+222798528045,4.51,9,"French, Portuguese, Spanish, Swahili","Career Development, Youth Development",2024-12-21,"Floyd, Goodwin and Howard"
Brittany Ball,FA762873B1,Central Africa,Angola,"Seifeddine Jaziri, Achraf Hakimi, Mohamed Salah, Karl Toko Ekambi",False,21,69.89,10307010.86,"€14,653,835.21 - Victor Osimhen",Revenue-sharing from Transfers,brittany.ball@montoya.org,+244901615205,3.58,6,"Arabic, Swahili, Portuguese, English","Youth Development, International Transfers, Career Development",2024-05-08,"Swanson, Steele and Thomas"
Gabriel Washington,FA9D58FDF9,East Africa,Somalia,"Kalidou Koulibaly, Édouard Mendy, Chancel Mbemba, Yassine Bounou",False,17,88.1,919583.61,"€13,815,241.03 - Karl Toko Ekambi",No-trade Clause,gabriel.washington@booker.com,+252541081134,3.73,23,"Spanish, Arabic, Portuguese","Youth Development, Player Marketing",2024-11-13,Jones PLC
Jenna Watson,FADF4F8A52,Southern Africa,Botswana,"Sadio Mané, Yassine Bounou",False,45,86.6,5069197.86,"€9,171,113.86 - Chancel Mbemba",Long-term Development Focus,jenna.watson@wong.com,+267916593088,3.68,29,"Portuguese, Spanish, English, Swahili","Talent Scouting, International Transfers",2024-03-20,Green-Hernandez
Austin Gutierrez,FA91BBE035,Central Africa,Angola,"Karl Toko Ekambi, André Onana, Mohamed Salah",True,89,85.9,11074491.28,"€17,423,368.08 - Mohamed Salah",Championship Clause Activation,austin.gutierrez@kelly.com,+244163758892,4.07,9,"Portuguese, English, Arabic","Talent Scouting, Contract Negotiation",2024-07-12,Williams-Johnson
Jody Smith,FAA90D5F20,Southern Africa,Eswatini (Swaziland),"Inaki Williams, Youssef Msakni, Mbwana Samatta, Victor Osimhen",True,44,82.75,3920016.15,"€4,289,227.47 - Patson Daka",Signing-on Fee Included,jody.smith@williams.net,+268706645091,4.19,5,"Portuguese, Swahili, French, Spanish","Talent Scouting, Player Marketing",2024-04-03,"Mccarthy, Lynch and Dennis"
Christopher Lopez,FAC318DEFA,North Africa,Tunisia,"Mohamed Salah, Youssef Msakni, Yassine Bounou",True,27,87.59,12629972.22,"€21,123,641.78 - Kalidou Koulibaly",Long-term Development Focus,christopher.lopez@browning-todd.com,+216560955558,3.76,22,"French, Portuguese, Spanish, Arabic","International Transfers, Youth Development",2024-06-25,Dawson Ltd
Beth Johnson,FA42FF691C,East Africa,Rwanda,"Édouard Mendy, Frank Kessié",False,21,73.08,5967869.18,"€14,905,066.75 - Sadio Mané",Long-term Development Focus,beth.johnson@turner-fowler.com,+250871013344,4.96,14,"French, Portuguese","Youth Development, Career Development",2024-07-21,Ellis-Johnson
Jeffrey Dean,FAD5C9C8B6,Central Africa,Equatorial Guinea,"Anis Ben Slimane, Ali Maâloul, Michael Olunga, Achraf Hakimi",False,81,75.25,6472182.57,"€13,658,607.06 - Percy Tau",No-trade Clause,jeffrey.dean@huff.com,+240658337611,3.5,7,"English, Swahili, French, Arabic","Career Development, Youth Development",2024-08-23,English-Thompson
Nicholas Mitchell,FA529BBEFE,West Africa,Nigeria,"Michael Olunga, Chancel Mbemba, André Onana, Wahbi Khazri",True,53,77.89,11544122.62,"€18,597,941.04 - Frank Kessié",Sponsorship-linked Earnings,nicholas.mitchell@fields.com,+234521038984,4.69,18,"English, Swahili, French, Spanish","Youth Development, Contract Negotiation",2025-01-14,Parsons LLC
Joshua Reynolds,FACC1BED97,North Africa,Egypt,"Edmond Tapsoba, Wilfried Zaha",True,93,70.76,11328492.25,"€15,794,697.93 - Edmond Tapsoba",Market Value Dependent,joshua.reynolds@mullins.biz,+20683956415,4.56,30,"Portuguese, Spanish, Swahili, English","Talent Scouting, Youth Development, Player Marketing",2024-10-15,Nguyen PLC
Shannon Clark,FACB5D1BB2,East Africa,Tanzania,"Mbwana Samatta, Thomas Partey, Ali Maâloul",True,88,77.52,7530433.41,"€19,971,511.34 - Victor Osimhen",Signing-on Fee Included,shannon.clark@lowe.info,+255069842701,4.37,5,"English, French","Career Development, Contract Negotiation, Youth Development",2024-10-08,Howard-Gibbs
Edwin Leon,FA40C9C21E,North Africa,Libya,"Seifeddine Jaziri, Wilfried Zaha",False,84,69.51,5148150.8,"€7,828,676.50 - Achraf Hakimi",Relegation Release Clause,edwin.leon@brown-rogers.com,+218850117041,3.96,29,"French, Portuguese, Swahili, Spanish","Youth Development, International Transfers",2025-01-13,Taylor Inc
Eric Hoffman,FA64B79AC0,Southern Africa,Botswana,"Riyad Mahrez, Youssef Msakni, Thomas Partey, Mbwana Samatta",False,33,85.57,9624919.23,"€18,763,548.12 - Vincent Aboubakar",Championship Clause Activation,eric.hoffman@willis-moore.info,+267997813627,4.05,15,"English, Swahili, Arabic, French","Player Marketing, International Transfers",2025-02-01,Greene LLC
Chloe Klein,FA2CECBB39,West Africa,Guinea,"Aymen Balbouli, Michael Olunga, Seifeddine Jaziri, Yassine Bounou",False,51,76.43,7388825.51,"€9,205,079.94 - Seifeddine Jaziri",Balanced Terms with Bonuses,chloe.klein@fowler.com,+224421805960,3.77,23,"English, Spanish, Portuguese","Talent Scouting, Youth Development, Career Development",2024-06-09,Vazquez-Lewis
Janice Santos,FA4ACA2676,East Africa,Madagascar,"Mbwana Samatta, Karl Toko Ekambi, Sadio Mané, Riyad Mahrez",False,51,60.79,14103661.32,"€17,926,442.25 - Patson Daka",High Base + Short Duration,janice.santos@dunn.com,+261194093887,4.64,24,"French, Spanish","Talent Scouting, Career Development",2024-12-23,Roberts LLC
Sean Oliver,FA55F232F7,Central Africa,Angola,"Karl Toko Ekambi, Youssef Msakni, Seifeddine Jaziri",False,96,96.13,9387329.93,"€19,974,627.83 - Ali Maâloul",Relegation Release Clause,sean.oliver@perkins.com,+244731770131,3.9,26,"French, Swahili, English, Portuguese","Contract Negotiation, Career Development, International Transfers",2024-10-17,"Howard, Mitchell and Mills"
Joseph Stone,FAD3FE22E4,West Africa,Mauritania,"Michael Olunga, Riyad Mahrez, Sadio Mané, Chancel Mbemba",True,80,75.77,8099726.09,"€9,992,231.33 - Frank Kessié",Endorsement Deal Integration,joseph.stone@west.com,+222177814595,4.94,28,"English, Portuguese, French","Youth Development, Career Development",2024-04-02,Sparks-Brooks
Michael Williams,FAB23A7167,Southern Africa,South Africa,"Inaki Williams, Ali Maâloul, Michael Olunga, Aymen Dahmen",False,34,68.7,5711003.85,"€14,214,138.75 - Wilfried Zaha",Sponsorship-linked Earnings,michael.williams@bentley.info,+27715273480,4.71,18,"Portuguese, French","Contract Negotiation, International Transfers, Career Development",2024-07-11,Fuentes-Mendoza
Diana Lewis,FA29C790DB,East Africa,Zambia,"Aymen Balbouli, Aymen Dahmen, Sadio Mané, Thomas Partey",True,98,60.77,7442658.19,"€10,730,788.26 - Mohamed Salah",Renewal Option at Club’s Discretion,diana.lewis@hughes.com,+260649635147,4.05,1,"Spanish, English","Player Marketing, Youth Development",2024-04-05,"Joseph, Boyd and Sanchez"
Jordan Mitchell,FA5B4717C6,North Africa,Egypt,"Edmond Tapsoba, Kalidou Koulibaly, Riyad Mahrez",False,92,83.18,12595299.19,"€12,943,423.06 - Thomas Partey",Incentive-driven Performance,jordan.mitchell@taylor.biz,+20619083719,3.87,17,"Swahili, Arabic","Player Marketing, Contract Negotiation",2024-07-25,Hill Inc
Scott Smith,FA20CBF13C,North Africa,Western Sahara,"Inaki Williams, Yassine Bounou, Anis Ben Slimane",False,62,84.31,6186660.49,"€12,268,842.50 - Ali Maâloul",Long-term Development Focus,scott.smith@brown-munoz.com,+000720644486,3.85,27,"Swahili, Spanish, Arabic, Portuguese","International Transfers, Youth Development",2024-06-14,Mayer Ltd
Max Burgess,FA1A522596,North Africa,Algeria,"Edmond Tapsoba, Percy Tau",False,59,77.35,10786900.45,"€11,073,948.67 - Mohamed Salah",Balanced Terms with Bonuses,max.burgess@peters.com,+213449289524,4.95,30,"Portuguese, French, Arabic","Career Development, International Transfers",2024-10-12,Vaughn-Robertson
Kimberly Haynes,FA148AECBB,North Africa,Western Sahara,"Seifeddine Jaziri, Wahbi Khazri",False,6,86.98,3450705.33,"€5,902,370.22 - Mohamed Salah",Signing-on Fee Included,kimberly.haynes@keith.org,+000153592476,4.95,13,"Portuguese, Swahili, English","Contract Negotiation, Talent Scouting",2025-01-17,"Copeland, Anderson and Hull"
David Anderson,FA9421419B,Southern Africa,Namibia,"Aymen Balbouli, Wahbi Khazri, Samuel Chukwueze",False,68,68.07,9515846.49,"€21,691,401.00 - Ali Maâloul",Sponsorship-linked Earnings,david.anderson@martin-gillespie.com,+264966376248,4.04,17,"Swahili, French","International Transfers, Contract Negotiation, Player Marketing",2024-12-08,Stone-Zhang
Kevin Larson,FA92525580,Central Africa,Gabon,"Aymen Dahmen, Wahbi Khazri, Mohamed Salah, Kalidou Koulibaly",False,24,82.48,8034516.82,"€19,597,433.70 - Samuel Chukwueze",Endorsement Deal Integration,kevin.larson@barber.com,+241917330578,4.97,23,"Portuguese, English","Youth Development, Player Marketing",2024-11-09,Cook Ltd
Spencer Serrano,FA19C8D242,East Africa,Ethiopia,"André Onana, Edmond Tapsoba",False,88,71.79,14716003.64,"€15,133,895.50 - Wilfried Zaha",Championship Clause Activation,spencer.serrano@johnson-jackson.net,+251159098481,4.23,5,"Portuguese, French","Player Marketing, Youth Development, Talent Scouting",2024-11-17,Payne-Ortiz
Matthew Bell,FA9298D465,West Africa,Liberia,"Mohamed Salah, Sadio Mané, Aymen Balbouli",False,74,79.7,14255957.9,"€19,352,923.49 - Yassine Bounou",Youth Development Oriented,matthew.bell@owens.info,+231434175524,4.38,16,"Arabic, English, Portuguese","Talent Scouting, International Transfers, Career Development",2024-07-19,Barnes Group
Jacob Beltran,FA9D774494,East Africa,Comoros,"Sadio Mané, Kalidou Koulibaly, Frank Kessié, Victor Osimhen",True,86,68.8,14493840.8,"€20,467,475.98 - Achraf Hakimi",High Base + Short Duration,jacob.beltran@carpenter-petersen.info,+269447530595,3.76,15,"Swahili, Arabic, Portuguese, English","Career Development, Youth Development, Player Marketing",2024-10-09,"Hardin, Morrison and Wallace"
Derek Parsons,FA4C5B8F50,North Africa,Tunisia,"Mohamed Salah, Riyad Mahrez",False,27,91.49,1944610.24,"€3,236,163.85 - Mohamed Salah",No-trade Clause,derek.parsons@griffin.info,+216831979468,4.13,11,"French, Arabic, English","Player Marketing, Career Development",2024-09-19,Whitehead Inc
Kevin Hanson,FA7FE93370,North Africa,Egypt,"Achraf Hakimi, Vincent Aboubakar",False,71,75.04,3835093.47,"€9,566,167.30 - Vincent Aboubakar",Loyalty Bonus Included,kevin.hanson@dunn.com,+20799584598,4.49,8,"Spanish, Portuguese, English, Swahili","Player Marketing, Youth Development, Contract Negotiation",2024-11-09,"Johnson, Watkins and Tran"
